node1,node2,node1_brand,node2_brand,brand_distance
396,407,KK Super Mart,7-Eleven,1.0
396,403,KK Super Mart,Family Mart,1.0
396,430,KK Super Mart,MyNews,1.0
397,413,KK Super Mart,7-Eleven,1.0
397,414,KK Super Mart,7-Eleven,1.0
399,414,KK Super Mart,7-Eleven,1.0
399,415,KK Super Mart,7-Eleven,1.0
400,426,KK Super Mart,7-Eleven,1.0
400,425,KK Super Mart,7-Eleven,1.0
400,432,KK Super Mart,MyNews,1.0
401,406,KK Super Mart,Family Mart,1.0
401,411,KK Super Mart,7-Eleven,1.0
401,418,KK Super Mart,7-Eleven,1.0
401,410,KK Super Mart,7-Eleven,1.0
402,426,KK Super Mart,7-Eleven,1.0
403,430,Family Mart,MyNews,1.0
404,412,Family Mart,7-Eleven,1.0
405,418,Family Mart,7-Eleven,1.0
405,409,Family Mart,7-Eleven,1.0
405,431,Family Mart,MyNews,1.0
406,422,Family Mart,7-Eleven,1.0
406,418,Family Mart,7-Eleven,1.0
407,525,7-Eleven,MyNews,1.0
409,418,7-Eleven,7-Eleven,0.5
409,420,7-Eleven,7-Eleven,0.5
410,433,7-Eleven,CU,1.0
410,411,7-Eleven,7-Eleven,0.5
411,433,7-Eleven,CU,1.0
412,421,7-Eleven,7-Eleven,0.5
413,414,7-Eleven,7-Eleven,0.5
414,415,7-Eleven,7-Eleven,0.5
415,432,7-Eleven,MyNews,1.0
415,421,7-Eleven,7-Eleven,0.5
416,424,7-Eleven,7-Eleven,0.5
417,426,7-Eleven,7-Eleven,0.5
417,444,7-Eleven,99 Speedmart,1.0
418,421,7-Eleven,7-Eleven,0.5
418,431,7-Eleven,MyNews,1.0
419,472,7-Eleven,7-Eleven,0.5
419,420,7-Eleven,7-Eleven,0.5
420,432,7-Eleven,MyNews,1.0
420,425,7-Eleven,7-Eleven,0.5
421,431,7-Eleven,MyNews,1.0
421,432,7-Eleven,MyNews,1.0
423,428,7-Eleven,MyNews,1.0
423,430,7-Eleven,MyNews,1.0
424,427,7-Eleven,MyNews,1.0
424,429,7-Eleven,MyNews,1.0
425,432,7-Eleven,MyNews,1.0
427,428,MyNews,MyNews,0.5
428,430,MyNews,MyNews,0.5
429,525,MyNews,MyNews,0.5
431,432,MyNews,MyNews,0.5
434,439,99 Speedmart,99 Speedmart,0.5
434,436,99 Speedmart,99 Speedmart,0.5
434,435,99 Speedmart,99 Speedmart,0.5
434,478,99 Speedmart,7-Eleven,1.0
434,461,99 Speedmart,KK Super Mart,1.0
435,436,99 Speedmart,99 Speedmart,0.5
435,478,99 Speedmart,7-Eleven,1.0
436,463,99 Speedmart,KK Super Mart,1.0
436,454,99 Speedmart,99 Speedmart,0.5
436,441,99 Speedmart,99 Speedmart,0.5
436,455,99 Speedmart,99 Speedmart,0.5
436,487,99 Speedmart,7-Eleven,1.0
436,480,99 Speedmart,7-Eleven,1.0
436,464,99 Speedmart,KK Super Mart,1.0
436,440,99 Speedmart,99 Speedmart,0.5
436,461,99 Speedmart,KK Super Mart,1.0
436,438,99 Speedmart,99 Speedmart,0.5
437,462,99 Speedmart,KK Super Mart,1.0
437,515,99 Speedmart,99 Speedmart,0.5
437,454,99 Speedmart,99 Speedmart,0.5
437,463,99 Speedmart,KK Super Mart,1.0
437,488,99 Speedmart,7-Eleven,1.0
438,503,99 Speedmart,MyNews,1.0
438,470,99 Speedmart,Family Mart,1.0
438,515,99 Speedmart,99 Speedmart,0.5
438,479,99 Speedmart,7-Eleven,1.0
438,461,99 Speedmart,KK Super Mart,1.0
438,463,99 Speedmart,KK Super Mart,1.0
438,481,99 Speedmart,7-Eleven,1.0
439,470,99 Speedmart,Family Mart,1.0
439,479,99 Speedmart,7-Eleven,1.0
439,461,99 Speedmart,KK Super Mart,1.0
440,480,99 Speedmart,7-Eleven,1.0
440,441,99 Speedmart,99 Speedmart,0.5
441,490,99 Speedmart,7-Eleven,1.0
441,442,99 Speedmart,99 Speedmart,0.5
441,455,99 Speedmart,99 Speedmart,0.5
442,443,99 Speedmart,99 Speedmart,0.5
442,445,99 Speedmart,99 Speedmart,0.5
442,490,99 Speedmart,7-Eleven,1.0
442,495,99 Speedmart,7-Eleven,1.0
443,445,99 Speedmart,99 Speedmart,0.5
443,514,99 Speedmart,CU,1.0
443,484,99 Speedmart,7-Eleven,1.0
443,444,99 Speedmart,99 Speedmart,0.5
444,446,99 Speedmart,99 Speedmart,0.5
444,484,99 Speedmart,7-Eleven,1.0
444,471,99 Speedmart,Family Mart,1.0
445,514,99 Speedmart,CU,1.0
445,458,99 Speedmart,99 Speedmart,0.5
445,494,99 Speedmart,7-Eleven,1.0
445,495,99 Speedmart,7-Eleven,1.0
446,472,99 Speedmart,7-Eleven,1.0
446,514,99 Speedmart,CU,1.0
446,484,99 Speedmart,7-Eleven,1.0
446,471,99 Speedmart,Family Mart,1.0
446,477,99 Speedmart,CU,1.0
446,447,99 Speedmart,99 Speedmart,0.5
446,469,99 Speedmart,Family Mart,1.0
447,514,99 Speedmart,CU,1.0
447,469,99 Speedmart,Family Mart,1.0
447,492,99 Speedmart,7-Eleven,1.0
447,501,99 Speedmart,7-Eleven,1.0
447,476,99 Speedmart,7-Eleven,1.0
447,448,99 Speedmart,99 Speedmart,0.5
447,482,99 Speedmart,7-Eleven,1.0
447,507,99 Speedmart,MyNews,1.0
448,501,99 Speedmart,7-Eleven,1.0
448,491,99 Speedmart,7-Eleven,1.0
448,497,99 Speedmart,7-Eleven,1.0
448,449,99 Speedmart,99 Speedmart,0.5
448,507,99 Speedmart,MyNews,1.0
449,513,99 Speedmart,MyNews,1.0
449,489,99 Speedmart,7-Eleven,1.0
449,452,99 Speedmart,99 Speedmart,0.5
449,497,99 Speedmart,7-Eleven,1.0
449,457,99 Speedmart,99 Speedmart,0.5
449,496,99 Speedmart,7-Eleven,1.0
449,482,99 Speedmart,7-Eleven,1.0
449,507,99 Speedmart,MyNews,1.0
450,504,99 Speedmart,MyNews,1.0
450,505,99 Speedmart,MyNews,1.0
450,502,99 Speedmart,7-Eleven,1.0
450,498,99 Speedmart,7-Eleven,1.0
450,451,99 Speedmart,99 Speedmart,0.5
451,508,99 Speedmart,MyNews,1.0
451,460,99 Speedmart,99 Speedmart,0.5
451,504,99 Speedmart,MyNews,1.0
451,475,99 Speedmart,Family Mart,1.0
451,498,99 Speedmart,7-Eleven,1.0
452,453,99 Speedmart,99 Speedmart,0.5
452,491,99 Speedmart,7-Eleven,1.0
452,513,99 Speedmart,MyNews,1.0
452,512,99 Speedmart,MyNews,1.0
452,497,99 Speedmart,7-Eleven,1.0
452,493,99 Speedmart,7-Eleven,1.0
453,491,99 Speedmart,7-Eleven,1.0
453,493,99 Speedmart,7-Eleven,1.0
453,509,99 Speedmart,MyNews,1.0
453,502,99 Speedmart,7-Eleven,1.0
453,501,99 Speedmart,7-Eleven,1.0
454,462,99 Speedmart,KK Super Mart,1.0
454,486,99 Speedmart,7-Eleven,1.0
454,499,99 Speedmart,7-Eleven,1.0
454,463,99 Speedmart,KK Super Mart,1.0
454,464,99 Speedmart,KK Super Mart,1.0
455,466,99 Speedmart,KK Super Mart,1.0
455,465,99 Speedmart,KK Super Mart,1.0
455,490,99 Speedmart,7-Eleven,1.0
455,487,99 Speedmart,7-Eleven,1.0
455,456,99 Speedmart,99 Speedmart,0.5
456,466,99 Speedmart,KK Super Mart,1.0
456,490,99 Speedmart,7-Eleven,1.0
457,489,99 Speedmart,7-Eleven,1.0
457,496,99 Speedmart,7-Eleven,1.0
457,468,99 Speedmart,KK Super Mart,1.0
457,506,99 Speedmart,MyNews,1.0
458,514,99 Speedmart,CU,1.0
458,494,99 Speedmart,7-Eleven,1.0
458,474,99 Speedmart,Family Mart,1.0
458,467,99 Speedmart,KK Super Mart,1.0
458,496,99 Speedmart,7-Eleven,1.0
458,468,99 Speedmart,KK Super Mart,1.0
458,485,99 Speedmart,7-Eleven,1.0
459,460,99 Speedmart,99 Speedmart,0.5
459,520,99 Speedmart,KK Super Mart,1.0
459,521,99 Speedmart,KK Super Mart,1.0
459,513,99 Speedmart,MyNews,1.0
459,519,99 Speedmart,KK Super Mart,1.0
459,522,99 Speedmart,KK Super Mart,1.0
460,518,99 Speedmart,99 Speedmart,0.5
460,512,99 Speedmart,MyNews,1.0
460,511,99 Speedmart,MyNews,1.0
460,475,99 Speedmart,Family Mart,1.0
460,520,99 Speedmart,KK Super Mart,1.0
460,513,99 Speedmart,MyNews,1.0
461,479,KK Super Mart,7-Eleven,1.0
462,486,KK Super Mart,7-Eleven,1.0
463,488,KK Super Mart,7-Eleven,1.0
463,481,KK Super Mart,7-Eleven,1.0
464,487,KK Super Mart,7-Eleven,1.0
464,500,KK Super Mart,7-Eleven,1.0
464,499,KK Super Mart,7-Eleven,1.0
465,500,KK Super Mart,7-Eleven,1.0
465,466,KK Super Mart,KK Super Mart,0.5
465,487,KK Super Mart,7-Eleven,1.0
465,483,KK Super Mart,7-Eleven,1.0
466,490,KK Super Mart,7-Eleven,1.0
466,495,KK Super Mart,7-Eleven,1.0
466,517,KK Super Mart,99 Speedmart,1.0
466,483,KK Super Mart,7-Eleven,1.0
467,514,KK Super Mart,CU,1.0
467,496,KK Super Mart,7-Eleven,1.0
467,482,KK Super Mart,7-Eleven,1.0
468,496,KK Super Mart,7-Eleven,1.0
468,506,KK Super Mart,MyNews,1.0
468,485,KK Super Mart,7-Eleven,1.0
469,477,Family Mart,CU,1.0
469,476,Family Mart,7-Eleven,1.0
470,515,Family Mart,99 Speedmart,1.0
470,479,Family Mart,7-Eleven,1.0
470,503,Family Mart,MyNews,1.0
471,484,Family Mart,7-Eleven,1.0
472,505,7-Eleven,MyNews,1.0
472,502,7-Eleven,7-Eleven,0.5
472,509,7-Eleven,MyNews,1.0
472,477,7-Eleven,CU,1.0
473,495,Family Mart,7-Eleven,1.0
473,494,Family Mart,7-Eleven,1.0
473,517,Family Mart,99 Speedmart,1.0
473,483,Family Mart,7-Eleven,1.0
474,494,Family Mart,7-Eleven,1.0
474,489,Family Mart,7-Eleven,1.0
474,506,Family Mart,MyNews,1.0
474,485,Family Mart,7-Eleven,1.0
475,498,Family Mart,7-Eleven,1.0
475,511,Family Mart,MyNews,1.0
475,510,Family Mart,MyNews,1.0
476,492,7-Eleven,7-Eleven,0.5
476,477,7-Eleven,CU,1.0
477,509,CU,MyNews,1.0
477,492,CU,7-Eleven,1.0
479,503,7-Eleven,MyNews,1.0
481,488,7-Eleven,7-Eleven,0.5
481,515,7-Eleven,99 Speedmart,1.0
482,514,7-Eleven,CU,1.0
482,496,7-Eleven,7-Eleven,0.5
482,507,7-Eleven,MyNews,1.0
483,517,7-Eleven,99 Speedmart,1.0
483,489,7-Eleven,7-Eleven,0.5
483,494,7-Eleven,7-Eleven,0.5
484,514,7-Eleven,CU,1.0
485,506,7-Eleven,MyNews,1.0
486,500,7-Eleven,7-Eleven,0.5
486,499,7-Eleven,7-Eleven,0.5
487,500,7-Eleven,7-Eleven,0.5
488,515,7-Eleven,99 Speedmart,1.0
489,494,7-Eleven,7-Eleven,0.5
489,506,7-Eleven,MyNews,1.0
490,495,7-Eleven,7-Eleven,0.5
491,497,7-Eleven,7-Eleven,0.5
491,501,7-Eleven,7-Eleven,0.5
492,509,7-Eleven,MyNews,1.0
492,501,7-Eleven,7-Eleven,0.5
493,512,7-Eleven,MyNews,1.0
493,502,7-Eleven,7-Eleven,0.5
493,498,7-Eleven,7-Eleven,0.5
493,510,7-Eleven,MyNews,1.0
494,495,7-Eleven,7-Eleven,0.5
495,517,7-Eleven,99 Speedmart,1.0
498,502,7-Eleven,7-Eleven,0.5
498,510,7-Eleven,MyNews,1.0
499,500,7-Eleven,7-Eleven,0.5
501,509,7-Eleven,MyNews,1.0
502,505,7-Eleven,MyNews,1.0
502,509,7-Eleven,MyNews,1.0
504,505,MyNews,MyNews,0.5
504,508,MyNews,MyNews,0.5
505,508,MyNews,MyNews,0.5
510,512,MyNews,MyNews,0.5
510,511,MyNews,MyNews,0.5
511,512,MyNews,MyNews,0.5
512,513,MyNews,MyNews,0.5
516,524,99 Speedmart,7-Eleven,1.0
516,523,99 Speedmart,7-Eleven,1.0
518,522,99 Speedmart,KK Super Mart,1.0
518,520,99 Speedmart,KK Super Mart,1.0
518,519,99 Speedmart,KK Super Mart,1.0
519,520,KK Super Mart,KK Super Mart,0.5
519,521,KK Super Mart,KK Super Mart,0.5
519,522,KK Super Mart,KK Super Mart,0.5
520,521,KK Super Mart,KK Super Mart,0.5
