FID,brand,name,place_id,latitude,longitude,FID_2,State,Parliament,DUN,night,pop_d,family_inc,family_out
155,99 Speedmart,99 Speedmart 2850 (JH) Taman Bukit Indah 2,ChIJERtIIXcN2jERKKLj8NRI58E,1.4693035,103.6471983,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
156,99 Speedmart,99 Speedmart 3242 (JH) Taman Baiduri,ChIJW3vRZncN2jERxAtUdvN1ltU,1.4723352,103.6806608,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
157,99 Speedmart,99 Speedmart 2108 (JH) Taman Perling JB,ChIJw6cILh4N2jERpU99pJcMaF8,1.4732864,103.6728016,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
158,99 Speedmart,99 Speedmart 2126 (JH) Taman Bukit Indah,ChIJgeZtuvEN2jERuLdRFIMWxbs,1.4645531,103.654674,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
159,99 Speedmart,99 Speedmart (JH) Taman Nusa Idaman,ChIJoRh5ZFoN2jER1botnlaIovc,1.4736541,103.6397299,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
228,KK Super Mart,"KK Super Mart Johor, Jalan Skudai, Batu 4 (JSBE)",ChIJtzsHpdET2jERrBsQvA9vyic,1.4839227,103.7186863,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
238,KK Super Mart,"KK SUPER MART Johor, Danga Bay (JDB)",ChIJ-UTIva8N2jERMzWB837tvtI,1.4651343,103.7264506,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
239,KK Super Mart,"KK Super Mart Johor, Galleria ( JGLR )",ChIJmWCHiIsT2jER7BXqg1-sr20,1.4588505,103.7631703,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
246,KK Super Mart,"KK Super Mart Johor, Taman Nusa Jaya Mas ( JNJM)",ChIJAYvqK-9z2jERSGKs4gN8Q40,1.4997898,103.6502398,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
248,KK Super Mart,"KK Super Mart Johor, Pusat Perdagangan Danga Utama ( JDGU )",ChIJuZQGmotz2jERZqw-gF_KTP8,1.5196715,103.67916,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
249,KK Super Mart,"KK Super Mart Johor, Taman Nusa Bestari ( JTNB )",ChIJl2twIktz2jERTgp0p37zz8s,1.4941607,103.6567348,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
250,KK Super Mart,"KK SUPER MART Johor, Taman Bukit Indah(JTBI)",ChIJcXfdEotz2jERYwYzC2sqgHs,1.4793019,103.6504329,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
251,KK Super Mart,KK SUPER MART TAMAN PERLING ( JTPL ),ChIJvdDQMCVz2jERArTLFR9AB4I,1.4807795,103.6837927,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
252,KK Super Mart,"KK Super Mart Johor, Taman Bukit Indah (2) ( JBI2 )",ChIJfVo0mntz2jERtha6JNfISgk,1.4846905,103.6473405,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
301,Family Mart,FamilyMart JB City Square,ChIJddPrVIgT2jERV588uwhQUFg,1.461799,103.7639603,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
305,Family Mart,FamilyMart Taman Sutera,ChIJudYqectz2jERYgk2laXcawo,1.5143523,103.6688655,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
307,Family Mart,FamilyMart Nusa Bestari,ChIJk3R7i1pz2jERwt3Km8N4CYw,1.4807294,103.6652951,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
308,Family Mart,FamilyMart Caltex Taman Perling,ChIJS-KMjn4N2jERzBhrLbuY8Cs,1.4760497,103.6792995,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
385,7-Eleven,7-Eleven,ChIJ__wBNaET2jERcSlldSTG4rA,1.4584263,103.7646143,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
401,7-Eleven,7CAF??? by 7-Eleven Tampoi Indah (#570),ChIJQcXtVZZz2jERFRWy-hUh2dQ,1.5071782,103.6880548,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
402,7-Eleven,7-Eleven,ChIJiSFJnzRz2jERXSgm35r_nmI,1.4790688,103.6648914,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
404,7-Eleven,7-Eleven,ChIJAStLlNVy2jERon4jkexAU5Q,1.4809586,103.6839313,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
416,7-Eleven,7-Eleven Persisiran Perling,ChIJB-PYgtZy2jER9ZBNL5Dgkd8,1.4825746,103.6861075,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
417,7-Eleven,7-Eleven,ChIJt0uG5Dlz2jERvVikdtZ73Io,1.4970437,103.6676788,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
420,7-Eleven,7-Eleven,ChIJUXwmP2lz2jERCerj2tJgDP0,1.500516,103.65203,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
422,7-Eleven,7-Eleven,ChIJVTuhVztz2jER6OMbW4HHEQ0,1.4964264,103.6556156,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
423,7-Eleven,7-Eleven,ChIJAQAAwENz2jERk4rDy0UHdFo,1.4932588,103.6579039,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
426,7-Eleven,7-Eleven,ChIJ4Ufc-Wpz2jERTMcTY4-PQfM,1.4837618,103.7191331,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
439,7-Eleven,7-Eleven,ChIJ-3m4FKsM2jERDOAMFm0dqt0,1.4765802,103.6405424,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
442,7-Eleven,7-Eleven,ChIJ__bXvTNz2jERVNKpt5Xz9Zs,1.4810457,103.6666958,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
443,7-Eleven,7-Eleven,ChIJ9RpUfLAM2jERvrJrWDzP0sY,1.4689404,103.6504505,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
444,7-Eleven,7-Eleven,ChIJ6UlGubYM2jER3JghqR5FOvs,1.4722469,103.6546719,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
447,7-Eleven,7-Eleven,ChIJH0Jg1jlz2jER1v-62GRkmP4,1.4873973,103.6627677,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
448,7-Eleven,7-Eleven 2896,ChIJ90Pk8-YN2jERtTYMcvp6SGQ,1.4732394,103.6745643,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
450,7-Eleven,7-Eleven,ChIJd2FCnMQS2jER3mRV2W3xpxI,1.4634405,103.7619414,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
453,7-Eleven,7-Eleven,ChIJ53sOk64S2jERKpCT71Rgr5s,1.4715846,103.7365577,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
477,7-Eleven,7-Eleven,ChIJFQcSJ01z2jERWDFZ155yvg8,1.4787645,103.6507974,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
479,7-Eleven,7-Eleven,ChIJNUkb0VFz2jER32FO-oXubrA,1.484581,103.647353,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
524,MyNews,"myNEWS (Maru Kafe) @ KPJ Johor Specialist Hospital, Johor Bharu",ChIJ_-lYLVkT2jERi_NkVypqRJ4,1.4759472,103.7413035,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
527,MyNews,"myNEWS (Maru Kafe) @ Fives Hotel, JBCC",ChIJrWbTZRQT2jER7W--WTCeiwI,1.4639523,103.7619638,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
528,MyNews,myNEWS @ Baypoint Shopping Mall (G Floor),ChIJQaRnE_YN2jER0aDodbQYeyI,1.4642997,103.7289788,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
529,MyNews,myNEWS @ Komtar JBCC (G Floor),ChIJwdtlkD8T2jERgUL8zuCL-s4,1.4626269,103.7630693,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
536,MyNews,myNEWS lotus Bukit Indah (1st Floor),ChIJW0xLMDRz2jERqyQdvQrX3Rw,1.481873,103.662865,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
537,MyNews,myNEWS @ AEON Bukit Indah (G Floor),ChIJRXm-hRZz2jERDNm6StebOSA,1.481769,103.6558436,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
562,CU,CU Mart Taman Perling,ChIJ2bFZ0Ctz2jER_Qzxnk1Kvuc,1.4821153,103.6848805,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
145,99 Speedmart,99 Speedmart 2346 (JH) Taman Skudai Indah,ChIJPUexhgh12jER2_WeQuWHmz0,1.532589,103.6335787,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
148,99 Speedmart,99 Speedmart 2112 (JH) Taman Mutiara Rini,ChIJnZjM_lJ12jERmGdP31ugl5s,1.5225833,103.6358889,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
160,99 Speedmart,99 Speedmart 2200 (JH) Tmn Universiti Skudai 1,ChIJ85Z4yE112jERkpRewuz_IQU,1.5300833,103.6202222,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
167,99 Speedmart,99 Speedmart 3601 (JH) Taman Sri Pulai Perdana 2,ChIJp5zxfvZ32jERKsV7M9oOF8s,1.5619959,103.6141063,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
168,99 Speedmart,99 Speedmart 3191 (JH) Taman Pulai Utama,ChIJW11dthN12jERsJHPbP_rPFg,1.5447932,103.6245818,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
171,99 Speedmart,99 Speedmart 2528 (JH) Taman Universiti Skudai 2,ChIJE8_8Lf512jERvVZyYfacl74,1.5391096,103.6303502,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
173,99 Speedmart,99 Speedmart 2222 (JH) Taman Mutiara Mas,ChIJZ_D-PbZ12jER1CiazBcYyzc,1.512863,103.6296025,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
174,99 Speedmart,99 Speedmart 3303 (JH) Taman Prmh Rakyat Lima Kedai,ChIJvb8EynN12jERh9-GLA4U7QU,1.5048459,103.6215455,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
178,99 Speedmart,99 Speedmart 3196 (JH) Taman Mutiara Rini 3,ChIJP4jwQZp12jER0OrresgEp04,1.4952097,103.61675,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
180,99 Speedmart,99 Speedmart 3320 (JH) Taman Nusa Sentral 2,ChIJk0vA83UL2jERSXxXU2f_5cA,1.4707158,103.6159228,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
181,99 Speedmart,99 Speedmart 2247 (JH) Taman Nusa Sentral,ChIJC_TL3k4L2jERJG2vMsxeSLQ,1.4687683,103.6245979,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
182,99 Speedmart,99 Speedmart 2127 (JH) Taman Nusa Bayu,ChIJNyT1DXV12jERJ-A7FEmECCo,1.4797542,103.6032159,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
183,99 Speedmart,99 Speedmart 2930 (JH) Horizon Hills,ChIJ67iRcN4L2jERvCIElf97lpM,1.4635605,103.6239385,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
184,99 Speedmart,99 Speedmart 2490 (JH) Taman Eko Botani,ChIJNftJZrcL2jER8EhUWvhX3rc,1.4399246,103.6186247,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
185,99 Speedmart,99 Speedmart 2764 (JH) Nusa Puncak,ChIJQ5QoOywL2jERLNZzR5g010w,1.4418607,103.5981349,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
186,99 Speedmart,99 Speedmart 2400 (JH) Taman Denai Nusantara,ChIJQZ0UwUIL2jERLofZfpNlDqQ,1.4436097,103.5886944,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
187,99 Speedmart,99 Speedmart 3362 (JH) Puteri Harbour,ChIJ4UzO228N2jERAgmWjhd08n8,1.4158869,103.6527439,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
188,99 Speedmart,99 Speedmart 3558 (JH) Laman Niaga Sunway,ChIJw6hFGwAJ2jERRiMhhsHqZRY,1.3940186,103.6351354,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
190,99 Speedmart,99 Speedmart Gerbang Nusajaya,ChIJQw6aAf8L2jERIe6iwwl_EpI,1.4196928,103.5928925,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
191,99 Speedmart,99 Speedmart 2715 (JH) Pusat Komersil Visi Medini,ChIJIUo1xsL7yjERTG2S809TjdA,1.4174532,103.6221944,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
199,99 Speedmart,99 Speedmart 2229 (JH) Taman Pulai Indah,ChIJeWFyavF12jERvfgfqlRUhf4,1.5446979,103.5839653,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
200,99 Speedmart,99 Speedmart 2722 (JH) Taman Pulai Mutiara,ChIJ5eVyeXF12jER3u4_Un-two8,1.5262541,103.5828655,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
201,99 Speedmart,99 Speedmart 2107 (JH) Taman Laman Setia,ChIJTbwHf8J12jERv-vE5E8VK3g,1.4914444,103.5863056,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
202,99 Speedmart,99 Speedmart 2130 (JH) Taman Nusantara,ChIJK_GOMhkL2jERVxK0bqJ1Www,1.4566944,103.5814323,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
204,99 Speedmart,99 Speedmart 2819 (JH) Taman Nusa Perintis,ChIJLYg_ZpIL2jERGOH7WgCLjAs,1.4569799,103.5954055,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
205,99 Speedmart,99 Speedmart 2937 (JH) Taman Perindustrian Tanjung Pelepas,ChIJyzSU1LwJ2jERipPRB3joq_A,1.3658923,103.5673628,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
206,99 Speedmart,99 Speedmart 3471 (JH) Desa Paya Mengkuang,ChIJXcoJBr8J2jERxDEeJ66541w,1.3768452,103.5910639,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
256,KK Super Mart,"KK SUPER MART JOHOR, SKUDAI TAMAN UNIVERSITI(JSTU)",ChIJV34sEZl12jERRs0iGGNQcOk,1.5392988,103.6284817,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
257,KK Super Mart,"KK Super Mart Johor, Skudai, Taman Sri Pulai Perdana ( JSPP)",ChIJ1_WOB6B32jERo1Hew_SY2Fc,1.5624344,103.6134002,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
258,KK Super Mart,"KK Super Mart Johor, Taman Pulai Utama ( JTPU)",ChIJOZU_DLV12jERQ_1a8omgi8I,1.545248,103.6240319,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
263,KK Super Mart,"KK Super Mart Johor, Taman Pulai Indah ( JTPI )",ChIJ38wDkZ512jERsq-kJezvuxQ,1.5435119,103.5836573,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
264,KK Super Mart,"KK Super Mart Johor, Taman Pulai Mutiara ( JTPM )",ChIJef0i_wx12jERGpQHtc-_Qxk,1.5272656,103.5819717,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
265,KK Super Mart,"KK Super Mart Johor, Setia Eco Gardens (JSEG)",ChIJ8X490MB12jERrAp_zw7m9II,1.4900454,103.5854477,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
266,KK Super Mart,"KK SUPER MART Johor, Taman Nusa Perintis (JNSP)",ChIJ2xRMD0sL2jERI5WXICW30XU,1.4503584,103.5955069,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
267,KK Super Mart,"KK SUPER MART Johor, Taman Nusantara (JNS)",ChIJRV7wXJIL2jERNkGOvaGldPc,1.4587323,103.584464,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
268,Family Mart,FamilyMart Eco Botanic,ChIJm4jvnjoL2jERXoSPUFfiNsw,1.4392556,103.62022,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
313,Family Mart,FamilyMart Taman University,ChIJeR7M_2912jERveEvycFsdOA,1.5437598,103.6302155,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
316,Family Mart,FamilyMart Caltex Nusa Sentral,ChIJMzLcpUEL2jERTkt1jrnIifM,1.4648485,103.6228648,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
317,7-Eleven,7-Eleven,ChIJpU1oq-MN2jERonF_Hv_FMRs,1.4584452,103.6442568,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
322,Family Mart,FamilyMart Petron Taman Prima,ChIJx-s4ZL0L2jERP0nLxTNqGAE,1.4775715,103.583163,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
323,Family Mart,FamilyMart Gelang Patah,ChIJZSvX-uwL2jERXMx2E8JBk_M,1.4610675,103.5841078,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
324,Family Mart,FamilyMart Caltex Sunway Iskandar,ChIJTfl7l28J2jER1drrCWNNYa4,1.3966011,103.6311412,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
326,7-Eleven,7-Eleven (Cafe) Eco Botanic 3/3,ChIJjY5gy50L2jERg_LMH5SZMaI,1.4382124,103.6200062,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
329,CU,CU Eco Botanic,ChIJsdeoAZwL2jERiZy4PE9xck8,1.4390764,103.6205212,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
434,7-Eleven,7CAF??? by 7-Eleven Mutiara Square (#2497),ChIJQwsAexpz2jERXhK2fwGaSic,1.5222246,103.6362849,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
436,7-Eleven,7-Eleven,ChIJ3fRB3Q502jERxhKflx0OmZI,1.5411058,103.6291353,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
437,7-Eleven,7-Eleven,ChIJ89FzGCZ12jERc8q0EppjgGU,1.5132012,103.6298171,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
438,7-Eleven,7-Eleven,ChIJMwSUthp02jEROSBLfzsfmhk,1.545103,103.6242599,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
445,7-Eleven,7-Eleven,ChIJLzp2BwcL2jER0t8iDvss9kM,1.4422268,103.5982281,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
446,7-Eleven,7-Eleven @ Taman GP Prima,ChIJqYWaNNMK2jERwcaZOMQmJKU,1.4785207,103.5825032,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
449,7-Eleven,7-Eleven,ChIJ27ldcv0L2jERpamcQb67sNU,1.4681054,103.616793,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
471,7-Eleven,7-Eleven,ChIJAz2sCd4K2jERmjwfD_Wz9Qc,1.4602938,103.5842167,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
472,7-Eleven,7CAF??? by 7-Eleven Jalan Pulai Makmur (#3124),ChIJlX40hUx32jERrWOH18HMwHQ,1.5547801,103.5805266,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
473,7-Eleven,7CAF??? by 7-Eleven Jalan Pulai Mutiara (#3097),ChIJxbxYQQB12jERbtRxXZlI9F4,1.5277889,103.5829884,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
474,7-Eleven,7-Eleven,ChIJex7AxBx02jERonlLIHr7GCM,1.5504259,103.623705,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
475,7-Eleven,7-Eleven,ChIJS2VOSuYK2jERULhTzatB6YE,1.4570315,103.5800839,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
476,7-Eleven,7-Eleven,ChIJn4BS3CZ12jERjylcE5ViGLo,1.4915649,103.5865402,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
478,7-Eleven,7CAF??? Plus by 7-Eleven Aspira Garden (#3128),ChIJt3DGRWoL2jER0QobeyZK-Dw,1.4201357,103.5933643,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
480,7-Eleven,7CAF??? by 7-Eleven Edu City Eco World (#2517),ChIJA1pM1CEL2jERTqxmdDCuGT8,1.4379097,103.6198875,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
481,7-Eleven,7CAF??? by 7-Eleven Pusat Komersial Visi Medini (#3131),ChIJC1veWyoL2jERBW5Sgm0AF8s,1.4170995,103.6224769,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
492,7-Eleven,7-Eleven store,ChIJ2XnCMQAL2jERZ21z1JUYc90,1.4715807,103.5841604,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
494,7-Eleven,7-Eleven,ChIJK_73tdN02jERqrIP97_yjEo,1.4817781,103.5983372,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
495,7-Eleven,7-Eleven,ChIJxXCCUgML2jERXkhKLkPzOBc,1.4503636,103.5950418,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
497,7-Eleven,7-Eleven,ChIJhQAXCQAL2jERfXmLBMa-AMg,1.420182,103.592973,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
498,7-Eleven,7-Eleven,ChIJa_zv5GcL2jERpVx6ccR6x9U,1.4136078,103.6281429,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
505,7-Eleven,7-Eleven,ChIJ394fGs512jERKq0NDbbqfqI,1.5439181,103.5830496,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
506,7-Eleven,7-Eleven,ChIJdfoXpSZ12jERn25z0d1zUfo,1.5355587,103.5811371,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
507,7-Eleven,7-Eleven,ChIJT3tHNcgL2jEROwT4zES-ec0,1.4322684,103.6169301,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
508,7-Eleven,7-Eleven,ChIJO8KskIkL2jERyBFlzx2d0MQ,1.4275207,103.6343323,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
540,MyNews,myNEWS @ AEON Taman University (LG Floor),ChIJYXaqPQ902jERw1cAID0cE5s,1.542363,103.629202,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
541,MyNews,myNEWS (Maru Kafe) @ Teega Puteri Harbour (G Floor),ChIJ3TSN090N2jERYJldbBte3tc,1.4135269,103.6542081,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
542,MyNews,myNEWS @ Little Red Cube ( G Floor ),ChIJbzY_VDsN2jERp8aKQ3pMznE,1.4173864,103.6565635,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
544,MyNews,myNEWS @ Taman Nusantara,ChIJxQ3u_90K2jERpRVZZqsLb2o,1.4595673,103.5839732,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
545,MyNews,myNEWS @ Taman Nusa Puncak,ChIJi4-HquUL2jER5FVzO9qDUK8,1.442142,103.598207,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
546,MyNews,myNEWS @ Puteri Cove Quayside (LG Floor),ChIJOXUo7l0N2jERySiKgXwj3Zg,1.4121488,103.65626,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
547,MyNews,myNEWS @ Medini Mall (G Floor),ChIJHbdM1KML2jER1b5J60lPoTw,1.4285273,103.6335082,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
548,MyNews,myNEWS @ Sunway Big Box,ChIJ-6zXfuYJ2jERfZl_Fg_EyDM,1.3973875,103.6300544,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
549,MyNews,myNEWS @ Pusat Komersial Sunway Marketplace,ChIJD2Hi8p4J2jERJwTfEhch7dY,1.3968784,103.6306476,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
550,MyNews,myNEWS @ PLUS R&R Gelang Patah (Southbound),ChIJv2SWpg1D0DERnM03LWdO-gs,1.3884202,103.5936231,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
551,MyNews,myNEWS @ PLUS R&R Gelang Patah (Northbound),ChIJkzfCqtHJ0TERZDgjD40Bmso,1.3984126,103.586473,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
565,CU,"CU Mart @ 68 Avenue, Suria Commercial, Nusa Perintis",ChIJ_5fguZEL2jERC5kcm-J2A-w,1.4556174,103.5989945,9,JOHOR,ISKANDAR PUTERI,ISKANDAR PUTERI,19.1,1210.4,8928,6726
